date,team_1,score_1,score_2,team_2,game_url
08/Mar,St. Louis Blues,3,1,Anaheim Ducks,usa/nhl-2011-2012/st-louis-blues-anaheim-ducks-AHDqQcrA/
03/Mar,San Jose Sharks,1,3,St. Louis Blues,usa/nhl-2011-2012/san-jose-sharks-st-louis-blues-UaFY7hWD/
01/Mar,Vancouver Canucks,2,0,St. Louis Blues,usa/nhl-2011-2012/vancouver-canucks-st-louis-blues-n3ASZDAr/
29/Feb,Edmonton Oilers,2,5,St. Louis Blues,usa/nhl-2011-2012/edmonton-oilers-st-louis-blues-2kL9xsRM/
27/Feb,Calgary Flames,1,3,St. Louis Blues,usa/nhl-2011-2012/calgary-flames-st-louis-blues-noBDqcWb/
25/Feb,Winnipeg Jets,2,3,St. Louis Blues,usa/nhl-2011-2012/winnipeg-jets-st-louis-blues-rXlHJt3m/
23/Feb,Nashville Predators,2,3,St. Louis Blues,usa/nhl-2011-2012/nashville-predators-st-louis-blues-W4ahPBZ8/
22/Feb,St. Louis Blues,2,4,Boston Bruins,usa/nhl-2011-2012/st-louis-blues-boston-bruins-KtEI8jkS/
18/Feb,St. Louis Blues,4,0,Minnesota Wild,usa/nhl-2011-2012/st-louis-blues-minnesota-wild-KvTVpP0g/
16/Feb,St. Louis Blues,5,1,New York Islanders,usa/nhl-2011-2012/st-louis-blues-new-york-islanders-rPSSYR1s/
12/Feb,St. Louis Blues,3,0,San Jose Sharks,usa/nhl-2011-2012/st-louis-blues-san-jose-sharks-GdqJW4U2/
09/Feb,New Jersey Devils,3,4,St. Louis Blues,usa/nhl-2011-2012/new-jersey-devils-st-louis-blues-Ctfi4Ffa/
07/Feb,Ottawa Senators,1,3,St. Louis Blues,usa/nhl-2011-2012/ottawa-senators-st-louis-blues-KEZUZztJ/
04/Feb,Nashville Predators,3,1,St. Louis Blues,usa/nhl-2011-2012/nashville-predators-st-louis-blues-p68jsSsS/
03/Feb,St. Louis Blues,1,0,Los Angeles Kings,usa/nhl-2011-2012/st-louis-blues-los-angeles-kings-xSyXWjE3/
24/Jan,St. Louis Blues,2,3,Pittsburgh Penguins,usa/nhl-2011-2012/st-louis-blues-pittsburgh-penguins-nizDFqXf/
23/Jan,Detroit Red Wings,3,1,St. Louis Blues,usa/nhl-2011-2012/detroit-red-wings-st-louis-blues-Sd2M26mk/
21/Jan,St. Louis Blues,4,2,Buffalo Sabres,usa/nhl-2011-2012/st-louis-blues-buffalo-sabres-KtYziT3q/
19/Jan,St. Louis Blues,1,0,Edmonton Oilers,usa/nhl-2011-2012/st-louis-blues-edmonton-oilers-v9yOuwjO/
16/Jan,St. Louis Blues,1,0,Dallas Stars,usa/nhl-2011-2012/st-louis-blues-dallas-stars-ULUsI276/
14/Jan,St. Louis Blues,3,2,Minnesota Wild,usa/nhl-2011-2012/st-louis-blues-minnesota-wild-MsbO7Rwr/
12/Jan,St. Louis Blues,2,3,Vancouver Canucks,usa/nhl-2011-2012/st-louis-blues-vancouver-canucks-GjMOD8qH/
10/Jan,Montreal Canadiens,0,3,St. Louis Blues,usa/nhl-2011-2012/montreal-canadiens-st-louis-blues-OQCF5D0n/
05/Jan,St. Louis Blues,4,3,Edmonton Oilers,usa/nhl-2011-2012/st-louis-blues-edmonton-oilers-Wrp4MrRe/
03/Jan,St. Louis Blues,4,1,Arizona Coyotes,usa/nhl-2011-2012/st-louis-blues-arizona-coyotes-St2fGRJS/
31/Dec,Detroit Red Wings,3,0,St. Louis Blues,usa/nhl-2011-2012/detroit-red-wings-st-louis-blues-tj9aPviP/
30/Dec,St. Louis Blues,1,2,Nashville Predators,usa/nhl-2011-2012/st-louis-blues-nashville-predators-rVqX6uVt/
27/Dec,Detroit Red Wings,3,2,St. Louis Blues,usa/nhl-2011-2012/detroit-red-wings-st-louis-blues-jymyugz8/
26/Dec,St. Louis Blues,5,3,Dallas Stars,usa/nhl-2011-2012/st-louis-blues-dallas-stars-WrGZ1Py4/
23/Dec,Arizona Coyotes,2,3,St. Louis Blues,usa/nhl-2011-2012/arizona-coyotes-st-louis-blues-UXltl674/
17/Dec,Nashville Predators,2,1,St. Louis Blues,usa/nhl-2011-2012/nashville-predators-st-louis-blues-nXcvH1tF/
15/Dec,St. Louis Blues,4,1,New York Rangers,usa/nhl-2011-2012/st-louis-blues-new-york-rangers-Wn8ckPsG/
10/Dec,St. Louis Blues,1,0,San Jose Sharks,usa/nhl-2011-2012/st-louis-blues-san-jose-sharks-Mgrqv7R6/
08/Dec,St. Louis Blues,4,2,Anaheim Ducks,usa/nhl-2011-2012/st-louis-blues-anaheim-ducks-rRyoyE58/
06/Dec,St. Louis Blues,3,2,Detroit Red Wings,usa/nhl-2011-2012/st-louis-blues-detroit-red-wings-feWKMs04/
29/Nov,Washington Capitals,1,2,St. Louis Blues,usa/nhl-2011-2012/washington-capitals-st-louis-blues-riTOyK4F/
25/Nov,St. Louis Blues,2,0,Calgary Flames,usa/nhl-2011-2012/st-louis-blues-calgary-flames-AmpUTGuh/
23/Nov,Pittsburgh Penguins,2,3,St. Louis Blues,usa/nhl-2011-2012/pittsburgh-penguins-st-louis-blues-W2SHMSsE/
22/Nov,St. Louis Blues,2,3,Los Angeles Kings,usa/nhl-2011-2012/st-louis-blues-los-angeles-kings-vPNE0oLf/
19/Nov,Minnesota Wild,3,2,St. Louis Blues,usa/nhl-2011-2012/minnesota-wild-st-louis-blues-UFgSdCE2/
17/Nov,St. Louis Blues,4,1,Florida Panthers,usa/nhl-2011-2012/st-louis-blues-florida-panthers-xSPgrt9b/
15/Nov,St. Louis Blues,2,1,Detroit Red Wings,usa/nhl-2011-2012/st-louis-blues-detroit-red-wings-KdCSy5nP/
12/Nov,St. Louis Blues,3,0,Tampa Bay Lightning,usa/nhl-2011-2012/st-louis-blues-tampa-bay-lightning-xvv9LwVs/
10/Nov,St. Louis Blues,2,3,Toronto Maple Leafs,usa/nhl-2011-2012/st-louis-blues-toronto-maple-leafs-jXh8D9nA/
05/Nov,Minnesota Wild,2,1,St. Louis Blues,usa/nhl-2011-2012/minnesota-wild-st-louis-blues-KnysWilO/
04/Nov,St. Louis Blues,3,2,Vancouver Canucks,usa/nhl-2011-2012/st-louis-blues-vancouver-canucks-GQzhVKcD/
30/Oct,Edmonton Oilers,4,2,St. Louis Blues,usa/nhl-2011-2012/edmonton-oilers-st-louis-blues-OxDI3B83/
28/Oct,Calgary Flames,3,1,St. Louis Blues,usa/nhl-2011-2012/calgary-flames-st-louis-blues-MuBe5Wy0/
26/Oct,Vancouver Canucks,0,3,St. Louis Blues,usa/nhl-2011-2012/vancouver-canucks-st-louis-blues-QedEbeFQ/
22/Oct,Philadelphia Flyers,2,4,St. Louis Blues,usa/nhl-2011-2012/philadelphia-flyers-st-louis-blues-hCwFmmei/
21/Oct,St. Louis Blues,3,2,Carolina Hurricanes,usa/nhl-2011-2012/st-louis-blues-carolina-hurricanes-Y3nsZ7e4/
18/Oct,Los Angeles Kings,5,0,St. Louis Blues,usa/nhl-2011-2012/los-angeles-kings-st-louis-blues-viMwPWRu/
16/Oct,Anaheim Ducks,4,2,St. Louis Blues,usa/nhl-2011-2012/anaheim-ducks-st-louis-blues-Uk4FgCS5/
15/Oct,San Jose Sharks,2,4,St. Louis Blues,usa/nhl-2011-2012/san-jose-sharks-st-louis-blues-U5nbeYcg/
13/Oct,Dallas Stars,3,2,St. Louis Blues,usa/nhl-2011-2012/dallas-stars-st-louis-blues-80LJ2Pa2/
10/Oct,St. Louis Blues,5,2,Calgary Flames,usa/nhl-2011-2012/st-louis-blues-calgary-flames-4GEdibkA/
08/Oct,St. Louis Blues,2,4,Nashville Predators,usa/nhl-2011-2012/st-louis-blues-nashville-predators-U58bvL54/
01/Oct,St. Louis Blues,0,4,Dallas Stars,usa/nhl-2011-2012/st-louis-blues-dallas-stars-69O0FOLc/
27/Sep,Minnesota Wild,3,4,St. Louis Blues,usa/nhl-2011-2012/minnesota-wild-st-louis-blues-KE938tpC/
24/Sep,Dallas Stars,3,2,St. Louis Blues,usa/nhl-2011-2012/dallas-stars-st-louis-blues-nRvAkNB4/
22/Sep,St. Louis Blues,0,1,Minnesota Wild,usa/nhl-2011-2012/st-louis-blues-minnesota-wild-2JhHDqEq/
21/Sep,Tampa Bay Lightning,3,4,St. Louis Blues,usa/nhl-2011-2012/tampa-bay-lightning-st-louis-blues-COdvehrQ/
20/Sep,St. Louis Blues,3,1,Tampa Bay Lightning,usa/nhl-2011-2012/st-louis-blues-tampa-bay-lightning-beJgZUzD/
09/Apr,St. Louis Blues,2,0,Nashville Predators,usa/nhl-2010-2011/st-louis-blues-nashville-predators-bNZ6GZ9b/
01/Apr,St. Louis Blues,2,3,Calgary Flames,usa/nhl-2010-2011/st-louis-blues-calgary-flames-jq7MYP34/
30/Mar,Detroit Red Wings,3,10,St. Louis Blues,usa/nhl-2010-2011/detroit-red-wings-st-louis-blues-tIa9HirJ/
29/Mar,St. Louis Blues,2,3,Minnesota Wild,usa/nhl-2010-2011/st-louis-blues-minnesota-wild-AVlARy6Q/
26/Mar,Minnesota Wild,3,6,St. Louis Blues,usa/nhl-2010-2011/minnesota-wild-st-louis-blues-06MNDnC7/
24/Mar,St. Louis Blues,4,0,Edmonton Oilers,usa/nhl-2010-2011/st-louis-blues-edmonton-oilers-dMZTBZz3/
22/Mar,Arizona Coyotes,2,1,St. Louis Blues,usa/nhl-2010-2011/arizona-coyotes-st-louis-blues-fPyxE7u4/
19/Mar,San Jose Sharks,5,3,St. Louis Blues,usa/nhl-2010-2011/san-jose-sharks-st-louis-blues-Op9a0HKg/
17/Mar,Los Angeles Kings,0,4,St. Louis Blues,usa/nhl-2010-2011/los-angeles-kings-st-louis-blues-YokwWx6D/
16/Mar,Anaheim Ducks,2,1,St. Louis Blues,usa/nhl-2010-2011/anaheim-ducks-st-louis-blues-CQTuJaM7/
12/Mar,St. Louis Blues,3,5,Detroit Red Wings,usa/nhl-2010-2011/st-louis-blues-detroit-red-wings-2ylJ8Qnd/
10/Mar,St. Louis Blues,4,1,Montreal Canadiens,usa/nhl-2010-2011/st-louis-blues-montreal-canadiens-OzQNJakt/
05/Mar,New York Islanders,5,2,St. Louis Blues,usa/nhl-2010-2011/new-york-islanders-st-louis-blues-d8YN7EpA/
03/Mar,Washington Capitals,3,2,St. Louis Blues,usa/nhl-2010-2011/washington-capitals-st-louis-blues-2cLDcwHo/
01/Mar,St. Louis Blues,0,6,Calgary Flames,usa/nhl-2010-2011/st-louis-blues-calgary-flames-Wpk0RxXH/
27/Feb,Calgary Flames,1,0,St. Louis Blues,usa/nhl-2010-2011/calgary-flames-st-louis-blues-23UDSoR0/
25/Feb,Edmonton Oilers,0,5,St. Louis Blues,usa/nhl-2010-2011/edmonton-oilers-st-louis-blues-CzTTR0dI/
24/Feb,Vancouver Canucks,3,2,St. Louis Blues,usa/nhl-2010-2011/vancouver-canucks-st-louis-blues-WCmmFsSI/
19/Feb,St. Louis Blues,9,3,Anaheim Ducks,usa/nhl-2010-2011/st-louis-blues-anaheim-ducks-dWWe67Cp/
18/Feb,Buffalo Sabres,0,3,St. Louis Blues,usa/nhl-2010-2011/buffalo-sabres-st-louis-blues-nVflbUZT/
14/Feb,St. Louis Blues,3,2,Vancouver Canucks,usa/nhl-2010-2011/st-louis-blues-vancouver-canucks-4SUcep8E/
12/Feb,Minnesota Wild,3,1,St. Louis Blues,usa/nhl-2010-2011/minnesota-wild-st-louis-blues-tGYbr7O8/
11/Feb,St. Louis Blues,4,5,Minnesota Wild,usa/nhl-2010-2011/st-louis-blues-minnesota-wild-OjK4Iyj8/
08/Feb,Florida Panthers,1,2,St. Louis Blues,usa/nhl-2010-2011/florida-panthers-st-louis-blues-pvCBiux3/
06/Feb,Tampa Bay Lightning,4,3,St. Louis Blues,usa/nhl-2010-2011/tampa-bay-lightning-st-louis-blues-ILPYXkZj/
04/Feb,St. Louis Blues,5,3,Edmonton Oilers,usa/nhl-2010-2011/st-louis-blues-edmonton-oilers-GK9ktNLg/
26/Jan,Calgary Flames,4,1,St. Louis Blues,usa/nhl-2010-2011/calgary-flames-st-louis-blues-Yi0qAkoF/
20/Jan,St. Louis Blues,3,4,Detroit Red Wings,usa/nhl-2010-2011/st-louis-blues-detroit-red-wings-xxu25DOh/
18/Jan,St. Louis Blues,2,1,Los Angeles Kings,usa/nhl-2010-2011/st-louis-blues-los-angeles-kings-hMInjpbJ/
15/Jan,San Jose Sharks,4,2,St. Louis Blues,usa/nhl-2010-2011/san-jose-sharks-st-louis-blues-8bUbkXME/
13/Jan,Los Angeles Kings,1,3,St. Louis Blues,usa/nhl-2010-2011/los-angeles-kings-st-louis-blues-QHJByNnb/
12/Jan,Anaheim Ducks,7,4,St. Louis Blues,usa/nhl-2010-2011/anaheim-ducks-st-louis-blues-0xFYLsmB/
10/Jan,St. Louis Blues,3,4,Arizona Coyotes,usa/nhl-2010-2011/st-louis-blues-arizona-coyotes-niW5gqJO/
08/Jan,St. Louis Blues,1,2,New York Rangers,usa/nhl-2010-2011/st-louis-blues-new-york-rangers-bkI4IdW5/
06/Jan,Toronto Maple Leafs,6,5,St. Louis Blues,usa/nhl-2010-2011/toronto-maple-leafs-st-louis-blues-AiUFht3f/
02/Jan,St. Louis Blues,2,4,Dallas Stars,usa/nhl-2010-2011/st-louis-blues-dallas-stars-dncg2POA/
31/Dec,St. Louis Blues,4,3,Arizona Coyotes,usa/nhl-2010-2011/st-louis-blues-arizona-coyotes-b1tkhlen/
26/Dec,St. Louis Blues,2,0,Nashville Predators,usa/nhl-2010-2011/st-louis-blues-nashville-predators-KQoEZqAs/
23/Dec,St. Louis Blues,4,3,Detroit Red Wings,usa/nhl-2010-2011/st-louis-blues-detroit-red-wings-pO3ruFt3/
21/Dec,Winnipeg Jets,2,4,St. Louis Blues,usa/nhl-2010-2011/winnipeg-jets-st-louis-blues-jBHVCGCG/
20/Dec,St. Louis Blues,1,3,Vancouver Canucks,usa/nhl-2010-2011/st-louis-blues-vancouver-canucks-Ian7GbDi/
18/Dec,St. Louis Blues,1,4,San Jose Sharks,usa/nhl-2010-2011/st-louis-blues-san-jose-sharks-QkLnDytD/
16/Dec,St. Louis Blues,6,4,Los Angeles Kings,usa/nhl-2010-2011/st-louis-blues-los-angeles-kings-488EA2ZK/
15/Dec,Detroit Red Wings,5,2,St. Louis Blues,usa/nhl-2010-2011/detroit-red-wings-st-louis-blues-CM7Bb5z9/
11/Dec,St. Louis Blues,1,2,Carolina Hurricanes,usa/nhl-2010-2011/st-louis-blues-carolina-hurricanes-z5vHnHVu/
05/Dec,Vancouver Canucks,2,3,St. Louis Blues,usa/nhl-2010-2011/vancouver-canucks-st-louis-blues-MusESAUg/
04/Dec,Edmonton Oilers,2,1,St. Louis Blues,usa/nhl-2010-2011/edmonton-oilers-st-louis-blues-6aoYRtJD/
01/Dec,St. Louis Blues,1,4,Washington Capitals,usa/nhl-2010-2011/st-louis-blues-washington-capitals-4nRwQxxh/
27/Nov,St. Louis Blues,1,2,Dallas Stars,usa/nhl-2010-2011/st-louis-blues-dallas-stars-MX0psJNO/
26/Nov,Dallas Stars,3,2,St. Louis Blues,usa/nhl-2010-2011/dallas-stars-st-louis-blues-Gpg8m3vs/
24/Nov,Nashville Predators,1,2,St. Louis Blues,usa/nhl-2010-2011/nashville-predators-st-louis-blues-bqmtfZyf/
20/Nov,St. Louis Blues,3,2,New Jersey Devils,usa/nhl-2010-2011/st-louis-blues-new-jersey-devils-rPCimcDT/
19/Nov,St. Louis Blues,5,2,Ottawa Senators,usa/nhl-2010-2011/st-louis-blues-ottawa-senators-0Ihky0EH/
17/Nov,Detroit Red Wings,7,3,St. Louis Blues,usa/nhl-2010-2011/detroit-red-wings-st-louis-blues-x2xNSpGt/
13/Nov,Arizona Coyotes,5,3,St. Louis Blues,usa/nhl-2010-2011/arizona-coyotes-st-louis-blues-fqtSdDu2/
11/Nov,St. Louis Blues,2,3,Nashville Predators,usa/nhl-2010-2011/st-louis-blues-nashville-predators-fJUYTlo3/
07/Nov,New York Rangers,0,2,St. Louis Blues,usa/nhl-2010-2011/new-york-rangers-st-louis-blues-xMlJoi2N/
06/Nov,Boston Bruins,1,2,St. Louis Blues,usa/nhl-2010-2011/boston-bruins-st-louis-blues-G0wKkoxC/
04/Nov,St. Louis Blues,2,0,San Jose Sharks,usa/nhl-2010-2011/st-louis-blues-san-jose-sharks-0YSmcdgR/
30/Oct,St. Louis Blues,4,3,Winnipeg Jets,usa/nhl-2010-2011/st-louis-blues-winnipeg-jets-xvtMH0QS/
28/Oct,Nashville Predators,0,3,St. Louis Blues,usa/nhl-2010-2011/nashville-predators-st-louis-blues-QPJvSDcP/
23/Oct,St. Louis Blues,1,0,Pittsburgh Penguins,usa/nhl-2010-2011/st-louis-blues-pittsburgh-penguins-UJH9aPlD/
16/Oct,Dallas Stars,3,2,St. Louis Blues,usa/nhl-2010-2011/dallas-stars-st-louis-blues-4tW1pYRB/
14/Oct,Nashville Predators,4,3,St. Louis Blues,usa/nhl-2010-2011/nashville-predators-st-louis-blues-MsbEIeTC/
11/Oct,St. Louis Blues,5,1,Anaheim Ducks,usa/nhl-2010-2011/st-louis-blues-anaheim-ducks-YFl7Fv7E/
09/Oct,St. Louis Blues,2,1,Philadelphia Flyers,usa/nhl-2010-2011/st-louis-blues-philadelphia-flyers-8rGK1LxF/
02/Oct,St. Louis Blues,4,3,Dallas Stars,usa/nhl-2010-2011/st-louis-blues-dallas-stars-jeo2oPUE/
25/Sep,Dallas Stars,5,2,St. Louis Blues,usa/nhl-2010-2011/dallas-stars-st-louis-blues-CQqi0Fmr/
22/Sep,Minnesota Wild,1,5,St. Louis Blues,usa/nhl-2010-2011/minnesota-wild-st-louis-blues-08u9yQKT/
10/Apr,Nashville Predators,2,1,St. Louis Blues,usa/nhl-2009-2010/nashville-predators-st-louis-blues-bewvMHeO/
09/Apr,St. Louis Blues,6,3,Anaheim Ducks,usa/nhl-2009-2010/st-louis-blues-anaheim-ducks-lK4HLzqO/
03/Apr,St. Louis Blues,2,1,Dallas Stars,usa/nhl-2009-2010/st-louis-blues-dallas-stars-pr0c7P6G/
01/Apr,Nashville Predators,3,2,St. Louis Blues,usa/nhl-2009-2010/nashville-predators-st-louis-blues-O0BQig1C/
28/Mar,St. Louis Blues,2,1,Edmonton Oilers,usa/nhl-2009-2010/st-louis-blues-edmonton-oilers-nV6uHuZl/
25/Mar,St. Louis Blues,3,1,Los Angeles Kings,usa/nhl-2009-2010/st-louis-blues-los-angeles-kings-QogV6V5N/
24/Mar,Detroit Red Wings,4,2,St. Louis Blues,usa/nhl-2009-2010/detroit-red-wings-st-louis-blues-lIZOeEi5/
21/Mar,St. Louis Blues,2,3,Nashville Predators,usa/nhl-2009-2010/st-louis-blues-nashville-predators-2JIxlVsl/
20/Mar,New Jersey Devils,0,1,St. Louis Blues,usa/nhl-2009-2010/new-jersey-devils-st-louis-blues-00qBhKTF/
18/Mar,New York Rangers,3,4,St. Louis Blues,usa/nhl-2009-2010/new-york-rangers-st-louis-blues-I7MtQ1pN/
14/Mar,Minnesota Wild,4,2,St. Louis Blues,usa/nhl-2009-2010/minnesota-wild-st-louis-blues-nPZzHZAs/
11/Mar,New York Islanders,1,2,St. Louis Blues,usa/nhl-2009-2010/new-york-islanders-st-louis-blues-00Hn5Ead/
04/Mar,Dallas Stars,1,6,St. Louis Blues,usa/nhl-2009-2010/dallas-stars-st-louis-blues-Cz1S6LCg/
02/Mar,Arizona Coyotes,2,5,St. Louis Blues,usa/nhl-2009-2010/arizona-coyotes-st-louis-blues-W0e5UoFr/
13/Feb,St. Louis Blues,4,3,Washington Capitals,usa/nhl-2009-2010/st-louis-blues-washington-capitals-KShlcp4N/
12/Feb,St. Louis Blues,4,0,Toronto Maple Leafs,usa/nhl-2009-2010/st-louis-blues-toronto-maple-leafs-nmGmcgb6/
09/Feb,St. Louis Blues,4,3,Detroit Red Wings,usa/nhl-2009-2010/st-louis-blues-detroit-red-wings-KO8AkAlk/
04/Feb,St. Louis Blues,2,4,San Jose Sharks,usa/nhl-2009-2010/st-louis-blues-san-jose-sharks-400jX4xg/
28/Jan,Edmonton Oilers,1,2,St. Louis Blues,usa/nhl-2009-2010/edmonton-oilers-st-louis-blues-C6DbUm4L/
27/Jan,Vancouver Canucks,3,2,St. Louis Blues,usa/nhl-2009-2010/vancouver-canucks-st-louis-blues-lUipB8cq/
25/Jan,Calgary Flames,0,2,St. Louis Blues,usa/nhl-2009-2010/calgary-flames-st-louis-blues-vLNc7Zji/
23/Jan,St. Louis Blues,3,4,Anaheim Ducks,usa/nhl-2009-2010/st-louis-blues-anaheim-ducks-GdP65MFn/
21/Jan,Ottawa Senators,3,2,St. Louis Blues,usa/nhl-2009-2010/ottawa-senators-st-louis-blues-xUO7NrnD/
20/Jan,Montreal Canadiens,3,4,St. Louis Blues,usa/nhl-2009-2010/montreal-canadiens-st-louis-blues-ITHeQp2f/
16/Jan,St. Louis Blues,4,1,New York Rangers,usa/nhl-2009-2010/st-louis-blues-new-york-rangers-biu8yWwh/
14/Jan,St. Louis Blues,1,0,Minnesota Wild,usa/nhl-2009-2010/st-louis-blues-minnesota-wild-IqMvBgug/
09/Jan,Los Angeles Kings,3,4,St. Louis Blues,usa/nhl-2009-2010/los-angeles-kings-st-louis-blues-YXPrmQsS/
07/Jan,Anaheim Ducks,4,2,St. Louis Blues,usa/nhl-2009-2010/anaheim-ducks-st-louis-blues-QBO8MmqT/
06/Jan,San Jose Sharks,2,1,St. Louis Blues,usa/nhl-2009-2010/san-jose-sharks-st-louis-blues-jRyDLGhI/
31/Dec,St. Louis Blues,3,4,Vancouver Canucks,usa/nhl-2009-2010/st-louis-blues-vancouver-canucks-IPXtfPm2/
29/Dec,St. Louis Blues,3,4,Nashville Predators,usa/nhl-2009-2010/st-louis-blues-nashville-predators-Y9DZYHLO/
27/Dec,St. Louis Blues,3,5,Buffalo Sabres,usa/nhl-2009-2010/st-louis-blues-buffalo-sabres-SG0ZpX82/
26/Dec,Minnesota Wild,4,3,St. Louis Blues,usa/nhl-2009-2010/minnesota-wild-st-louis-blues-4EkK8Ivl/
23/Dec,Calgary Flames,1,2,St. Louis Blues,usa/nhl-2009-2010/calgary-flames-st-louis-blues-ng1xfJPf/
21/Dec,Edmonton Oilers,2,7,St. Louis Blues,usa/nhl-2009-2010/edmonton-oilers-st-louis-blues-QBl4ipJ2/
20/Dec,Vancouver Canucks,1,3,St. Louis Blues,usa/nhl-2009-2010/vancouver-canucks-st-louis-blues-j1r6v7Zd/
18/Dec,St. Louis Blues,3,6,Tampa Bay Lightning,usa/nhl-2009-2010/st-louis-blues-tampa-bay-lightning-MF5WNfqa/
15/Dec,St. Louis Blues,4,3,Calgary Flames,usa/nhl-2009-2010/st-louis-blues-calgary-flames-SdW86MND/
11/Dec,St. Louis Blues,3,5,Edmonton Oilers,usa/nhl-2009-2010/st-louis-blues-edmonton-oilers-2RlwXRs1/
09/Dec,Detroit Red Wings,0,1,St. Louis Blues,usa/nhl-2009-2010/detroit-red-wings-st-louis-blues-CMTirLai/
05/Dec,Los Angeles Kings,4,5,St. Louis Blues,usa/nhl-2009-2010/los-angeles-kings-st-louis-blues-IkcVjnmm/
03/Dec,San Jose Sharks,2,3,St. Louis Blues,usa/nhl-2009-2010/san-jose-sharks-st-louis-blues-EFNnkZBr/
28/Nov,St. Louis Blues,3,4,Detroit Red Wings,usa/nhl-2009-2010/st-louis-blues-detroit-red-wings-zcjY3J8o/
27/Nov,Nashville Predators,1,3,St. Louis Blues,usa/nhl-2009-2010/nashville-predators-st-louis-blues-0npzitPu/
25/Nov,Dallas Stars,3,4,St. Louis Blues,usa/nhl-2009-2010/dallas-stars-st-louis-blues-p2fgP3Qt/
23/Nov,St. Louis Blues,2,4,Boston Bruins,usa/nhl-2009-2010/st-louis-blues-boston-bruins-CbanNtg2/
21/Nov,St. Louis Blues,4,1,New York Islanders,usa/nhl-2009-2010/st-louis-blues-new-york-islanders-fBptCPvp/
19/Nov,St. Louis Blues,3,2,Arizona Coyotes,usa/nhl-2009-2010/st-louis-blues-arizona-coyotes-4Y3XlTXT/
14/Nov,St. Louis Blues,1,3,San Jose Sharks,usa/nhl-2009-2010/st-louis-blues-san-jose-sharks-bo8cNSx3/
12/Nov,St. Louis Blues,1,3,Nashville Predators,usa/nhl-2009-2010/st-louis-blues-nashville-predators-CjBWCj7m/
10/Nov,St. Louis Blues,6,1,Vancouver Canucks,usa/nhl-2009-2010/st-louis-blues-vancouver-canucks-Obf4rCh7/
08/Nov,Winnipeg Jets,3,2,St. Louis Blues,usa/nhl-2009-2010/winnipeg-jets-st-louis-blues-2wN25rf3/
07/Nov,Philadelphia Flyers,2,1,St. Louis Blues,usa/nhl-2009-2010/philadelphia-flyers-st-louis-blues-jZJXiquA/
05/Nov,St. Louis Blues,1,2,Calgary Flames,usa/nhl-2009-2010/st-louis-blues-calgary-flames-tSEdPQeH/
31/Oct,St. Louis Blues,0,4,Florida Panthers,usa/nhl-2009-2010/st-louis-blues-florida-panthers-6FJRLKbE/
29/Oct,St. Louis Blues,0,2,Arizona Coyotes,usa/nhl-2009-2010/st-louis-blues-arizona-coyotes-0YAXBe43/
28/Oct,Carolina Hurricanes,2,5,St. Louis Blues,usa/nhl-2009-2010/carolina-hurricanes-st-louis-blues-MDWoyFSj/
24/Oct,St. Louis Blues,1,4,Dallas Stars,usa/nhl-2009-2010/st-louis-blues-dallas-stars-fFE2ENYc/
23/Oct,St. Louis Blues,3,1,Minnesota Wild,usa/nhl-2009-2010/st-louis-blues-minnesota-wild-xhTkrNlU/
20/Oct,Pittsburgh Penguins,5,1,St. Louis Blues,usa/nhl-2009-2010/pittsburgh-penguins-st-louis-blues-KOpncjR2/
17/Oct,Anaheim Ducks,0,5,St. Louis Blues,usa/nhl-2009-2010/anaheim-ducks-st-louis-blues-4zo4x94q/
15/Oct,Arizona Coyotes,3,2,St. Louis Blues,usa/nhl-2009-2010/arizona-coyotes-st-louis-blues-WAb8Mlhg/
10/Oct,St. Louis Blues,1,2,Los Angeles Kings,usa/nhl-2009-2010/st-louis-blues-los-angeles-kings-Sbe6EnBH/
08/Oct,St. Louis Blues,2,4,Winnipeg Jets,usa/nhl-2009-2010/st-louis-blues-winnipeg-jets-ngyqGJxS/
03/Oct,St. Louis Blues,5,3,Detroit Red Wings,usa/nhl-2009-2010/st-louis-blues-detroit-red-wings-6oKCiUl6/
02/Oct,Detroit Red Wings,3,4,St. Louis Blues,usa/nhl-2009-2010/detroit-red-wings-st-louis-blues-UJaSahsQ/
29/Sep,Linkoping,0,6,St. Louis Blues,world/club-friendly-2009/linkoping-st-louis-blues-KMPaybuU/
26/Sep,Dallas Stars,0,5,St. Louis Blues,usa/nhl-2009-2010/dallas-stars-st-louis-blues-rV3TR3ah/
24/Sep,Minnesota Wild,1,4,St. Louis Blues,usa/nhl-2009-2010/minnesota-wild-st-louis-blues-xYIQXY1D/
19/Sep,St. Louis Blues,2,4,Dallas Stars,usa/nhl-2009-2010/st-louis-blues-dallas-stars-n3EQwNyg/
15/Sep,St. Louis Blues,3,1,Minnesota Wild,usa/nhl-2009-2010/st-louis-blues-minnesota-wild-ju3L6CRO/
21/Apr,St. Louis Blues,2,3,Vancouver Canucks,usa/nhl-2008-2009/st-louis-blues-vancouver-canucks-O2sOpSjb/
19/Apr,St. Louis Blues,2,3,Vancouver Canucks,usa/nhl-2008-2009/st-louis-blues-vancouver-canucks-4tZc2Pgg/
17/Apr,Vancouver Canucks,3,0,St. Louis Blues,usa/nhl-2008-2009/vancouver-canucks-st-louis-blues-QBiTlT87/
15/Apr,Vancouver Canucks,2,1,St. Louis Blues,usa/nhl-2008-2009/vancouver-canucks-st-louis-blues-2u17cDWE/
